,Unnamed: 0,app_ver_name,reviewer_language,device,review_month,star_rating,review_text,sentiment,topic,detail_topic
7539,7539,4.4.7,id,tissot_sprout,7,5,memudahkan beli tiket kereta,positif,feedback,baik
7540,7540,4.3.3,id,a30s,7,2,naik kereta ibarat kan naik kendaraan sultan beuh syarat syarat segudang itu pun yang mampu bikin yang tidak mampu bikin coba gimana sangat di sayangkan kendaraan mudik yang di favoritkan masyarakat sekarang sangat sangat sulit dalam memberikan akses sangat tidak berfaedah setidaknya kebijakan seperti sebelum nya juga kita udah sangat kesulitan apa lagi sekarang,negatif,feedback,lain
7541,7541,4.5.1,id,m51,7,2,susah di pemulihan akun,negatif,feedback,lain
7542,7542,4.5.1,id,ginkgo,7,5,mudah mudahan makin memuaskan,positif,feedback,baik
7543,7543,4.4.7,id,nikel,7,3,pelayanan sudah bagus terus tingkatkan lagi agar menjadi lebih baik lagi,positif,feedback,baik
7544,7544,4.5.1,id,OP4B80L1,7,5,aplikasi yang sangat membantu,positif,feedback,baik
7545,7545,4.5.1,en,d2s,7,5,bagus,positif,feedback,baik
7546,7546,4.4.8,id,j6primelte,7,5,selamat hari raya idul adha ,netral,feedback,lain
7547,7547,4.5.1,id,grandpplte,7,5,aplikasinya bagus banget jadi tidak perlu ke stasiun lagi cukup pakai aplikasi ini kai access buruan download sekarang,positif,feedback,baik
7548,7548,4.5.1,id,lancelot,7,5,aplikasinya bagus sekali kukasih bintang yang bilang aplikasinya burik jelek jangan begitu ya nanti kalian dianggap developer nya anak yang jelek kurang ajar,positif,feedback,baik
7549,7549,4.4.7,id,whyred,7,5,rindu naik kereta,netral,feedback,lain
7550,7550,4.4.7,id,OP4F2F,7,5,bagus,positif,feedback,baik
7551,7551,4.4.7,id,a21s,7,4,lancar bagus nyaman,positif,feedback,baik
7552,7552,4.5.1,id,CPH1859,7,3,tidak ada fitur chat inbox,negatif,feedback,lain
7553,7553,unknown,id,a20,7,5,mantap,positif,feedback,baik
7554,7554,4.5.1,id,jadelte,7,5,ok,positif,feedback,baik
7555,7555,unknown,id,crownlte,7,5,sangat membantu bagi traveler,positif,feedback,baik
7556,7556,4.5.1,id,olive,7,5,sangat membantu dalam setiap perjalanan,positif,feedback,baik
7557,7557,4.4.9,id,a01q,7,3,makin ribet,positif,feedback,baik
7558,7558,4.4.1,id,a7y17lte,7,5,pelayanan amat sangat memuaskan,positif,feedback,baik
7559,7559,unknown,en,A1601,7,5,sangat membantu di indonesia,positif,feedback,baik
7560,7560,4.5.1,id,dreamlte,7,5,transaksi semakin mudah,positif,feedback,baik
7561,7561,4.4.7,id,ADVAN_G9,7,5,sip,positif,feedback,baik
7562,7562,4.4.8,id,j7velte,7,5,bagus,positif,feedback,baik
7563,7563,4.5.0,id,RMX2185,7,5,sangat membantu,positif,feedback,baik
7564,7564,4.5.1,id,a21s,7,5,naik kereta api lebih nyaman dan tidak ada istilah macet macetan nih nyampenya juga cepat,positif,feedback,lain
7565,7565,unknown,en,c9lte,7,4,good,positif,feedback,baik
7566,7566,4.4.9,id,j6primelte,7,5,nyaman,positif,feedback,baik
7567,7567,4.5.1,id,OP4F25L1,7,5,semoga pelayanan semakin baik,positif,feedback,baik
7568,7568,4.5.0,id,nikel,7,5,cukup memuaskan,positif,feedback,baik
7569,7569,4.4.7,id,DRG_sprout,7,5,mantap,positif,feedback,baik
7570,7570,4.5.1,id,a52q,7,5,memudahkan pembelian tiket,positif,feedback,baik
7571,7571,4.5.1,id,a6plte,7,5,aplikasi yang sangat membantu,positif,feedback,baik
7572,7572,4.5.1,id,on7xelte,7,5,semoga tambah sukses melayani penumpang dan perjalanan semakin nyaman amin,positif,feedback,lain
7573,7573,4.4.9,id,tulip,7,5,jos,positif,feedback,baik
7574,7574,4.4.9,id,a21s,7,4,baik,positif,feedback,baik
7575,7575,4.4.9,id,xcover4lte,7,5,beli tiketnya semakin mudah,positif,feedback,baik
7576,7576,4.4.7,en,lancelot,7,5,setelah update jadi time out mulu,negatif,error,timeout
7577,7577,4.4.7,id,gracerlte,7,5,bagus dan memudahkan seseorang dalam perjalanan khususnya kereta api,positif,feedback,baik
7578,7578,4.5.1,id,1906,7,5,apakah selama ppkm tidak bisa pesan tiket via kai access untuk ka lokal bandung raya,netral,feedback,lain
7579,7579,4.4.9,id,OP4B80L1,7,5,jos,positif,feedback,baik
7580,7580,4.5.1,id,OP4F2F,7,3,kalau ada genose kenapa harus swab antigen terus hasilnya kok cepat sekali bukan copas dan cari keuntungan toh kasihan masyarakat dan pelanggan kalau harus ongkos tambah mahal kalau memang ppkm ya tidak usah jalan semua,negatif,feedback,lain
7581,7581,4.4.7,id,1816,7,5,love,positif,feedback,baik
7582,7582,4.5.0,id,c9lte,7,4,good,positif,feedback,baik
7583,7583,4.4.9,id,j7y17lte,7,5,bagus,positif,feedback,baik
7584,7584,4.5.0,id,a30s,7,5,bagus lanjutkan,positif,feedback,baik
7585,7585,4.5.1,id,SOV35,7,5,sangat membantu setiap saat dimana aja,positif,feedback,baik
7586,7586,4.4.7,id,vince,7,5,bagus,positif,feedback,baik
7587,7587,4.5.1,id,tissot_sprout,7,3,kok gabisa cek tujuan ka lokal ya min,negatif,pemesanan,getjadwal
7588,7588,4.3.7,id,a9y18qlte,7,5,gas terus,netral,feedback,lain
7589,7589,4.5.1,id,j7y17lte,7,5,bagus dan praktis,positif,feedback,baik
7590,7590,4.5.1,id,CPH1909,7,5,memudahkan banget jadi nggak perlu ngantri lama lama di loket,positif,feedback,baik
7591,7591,4.4.8,id,OP4B79L1,7,5,nyaman sekali naik kereta api,positif,feedback,baik
7592,7592,4.5.1,id,CPH1803,7,3,tidak bisa buat belikan saudara jadi kalau beli buat saudara harus pergi ke stasiun dulu,negatif,pemesanan,bookbedaid
7593,7593,4.4.9,id,jackpotlte,7,5,baik,positif,feedback,baik
7594,7594,4.5.1,id,1901,7,2,ini lagi kenapa ya aplikasi nya something went wrong terus time out terus padahal baru buka udah copot terus install aplikasi nya lagi masih begitu padahal sebelumnya nggak begini,negatif,error,timeout
7595,7595,4.5.1,id,m30s,7,1,tidak bisa diandalkan tidak ada notif pembatalan untuk penumpang padahal data penumpang lengkap dengan nomor telponya bagaimana ini pak mentri budi karya,negatif,pembatalan,announcebatal
7596,7596,4.5.1,en,joyeuse,7,5,sangat bermanfaat,positif,feedback,baik
7597,7597,4.4.7,id,OP4883,7,5,sangat membantu dalam perjalanan saya,positif,feedback,baik
7598,7598,4.4.9,id,angelica,7,5,selamat pagi kai apa kah stasiun weleri di kendal bisa tes antigen,netral,feedback,lain
7599,7599,4.4.7,id,CPH1729,7,5,bagus,positif,feedback,baik
7600,7600,4.5.1,id,1935,7,5,siang kak mau nanya doang kakak pembelian tiket tanggal agustus apakah diharuskan pake sertifikat vaksin dan sekarang kan posisi saya lagi hamil bulan apa wajib vaksin kalo kata bidan tidak boleh vaksin terima kasih infonya,netral,feedback,lain
7601,7601,4.4.7,id,lavender,7,4,semenjak diperbarui jadi lemot mau login tidak bisa mau pesan gabisa gimana sih sistemnya belum lagi password salah terus padahal udah bener,negatif,registrasilogin,login
7602,7602,4.5.1,id,pine,7,3,menurut saya bukan malah mempermudah tapi meributkan untuk saya saja yang masih tergolong anak muda masih kurang paham dan merasa bingung serta kerepotan untuk memesan tiket khususnya tiket lokal apa lagi bagi kalangan ibu ibu dan nenek kakek serta kurang efisien harus memasang aplikasi sekaligus udah gitu sering banget udah on tapi status offline padahal lagi di butuhkan saran saya diperbaiki lagi sistemnya jangan keseringan error status offline terus,negatif,error,error
7603,7603,4.5.1,id,1915,7,4,sayang nya sering pembaharuan aplikasi nya,negatif,feedback,lain
7604,7604,4.5.0,id,a3y17lte,7,5,gampang dan efisien,positif,feedback,baik
7605,7605,4.4.9,id,on7xelte,7,4, lah sudah pernah kehilangan duit pas pesan tiket disini,negatif,feedback,lain
7606,7606,4.5.1,id,j6primelte,7,5,kalo bisa tambahkan bsi pada bank nya karena sekarang sudah banyak nasabah bsi sekaligus pengguna setia kai access,netral,pembayaran,metodebayar
7607,7607,4.4.7,id,CPH1605,7,5,bagus,positif,feedback,baik
7608,7608,4.4.9,id,ADVAN_5701,7,4,ok,positif,feedback,baik
7609,7609,4.5.1,id,on7xelte,7,5,sangat membantu di setiap waktu dan di mana saja,positif,feedback,baik
7610,7610,4.4.7,id,ASUS_X00P_6,7,5,mudah cepat mantap,positif,feedback,baik
7611,7611,unknown,id,OP4B80L1,7,3,enak dan nyaman sih tapi kenapa ya kalau aku mau pakai lagi harus di upgrade,positif,feedback,baik
7612,7612,4.4.9,en,on7xelte,7,5,good,positif,feedback,baik
7613,7613,4.4.9,en,OP4B79L1,7,4,good,positif,feedback,baik
7614,7614,4.4.7,id,CPH1803,7,5,mantap dah udah,positif,feedback,baik
7615,7615,4.5.1,id,joyeuse,7,2,saya install aplikasi ini hanya untuk cek jadwal kereta saja saya pikir ada update untuk pembayaran debit melalui bank lain nyatanya tetap mandiri wkwk lawak,negatif,pembayaran,metodebayar
7616,7616,4.4.9,id,j2y18lte,7,5,kai access lemot ya updatenya kenapa ya,negatif,feedback,lain
7617,7617,4.5.1,id,1820,7,5,solusi bagi yang selalu berpergian,positif,feedback,baik
7618,7618,4.5.0,id,OP4B80L1,7,5,sangat mudah,positif,feedback,baik
7619,7619,4.5.0,en,beyond2,7,5,aplikasi keren,positif,feedback,baik
7620,7620,4.5.0,id,vince,7,3,baik,positif,feedback,baik
7621,7621,4.5.1,id,m20lte,7,5,sangat berguna booking tiket selalu via kai access,positif,feedback,baik
7622,7622,4.4.8,id,a51,7,5,mantap,positif,feedback,baik
7623,7623,4.5.1,id,olive,7,3,pertama saya minta untuk pembayaran debit jangan hanya kartu mandiri saja ini membuat saya bingung yang pake atm lain bayarnya harus gimana saran saya perbanyak bank untuk diajak bekerja sama,negatif,pembayaran,metodebayar
7624,7624,4.5.1,id,olive,7,3,kenapa tadi pagi saya cari rute ciamis surabaya gubeng ka lokal blitar malang kota lama masih ada jadwalnya dan kenapa siang tadi saya lihat lagi rute yang tadi dan rute lainnya jadwalnya tidak ada jadwal tidak ditemukan tolong segera perbaiki aplikasinya dan di aplikasi tidak ada tapi di web ada jadwalnya,negatif,pemesanan,getjadwal
7625,7625,4.5.1,id,OP4B79L1,7,5,saldo saya kepotong tapi tiket tidak kebooking mudah mudahan aplikasinya lebih cepet dan tidak terjadi error,negatif,pembayaran,paymentnotif
7626,7626,unknown,id,CPH1723,7,5,good,positif,feedback,baik
7627,7627,4.5.1,id,a5y17lte,7,5,sangat membantu sekali,positif,feedback,baik
7628,7628,4.4.9,id,on7xelte,7,5,mantap,positif,feedback,baik
7629,7629,4.5.1,id,meizu_M6,7,5,tepat waktu mantap,positif,feedback,baik
7630,7630,unknown,en,a51,7,4,bagus tapi kok kalau data profil berbeda dengan data penumpang tidak bisa cancel ya mohon diperbaiki,negatif,pembatalan,errorpembatalan
7631,7631,unknown,id,lavender,7,5,oke,positif,feedback,baik
7632,7632,unknown,id,merlin,7,4,saat pesan tiket susah bagusan yang lama,negatif,pemesanan,errorpemesanan
7633,7633,unknown,id,on7xelte,7,1,diupdate malah tidak bisa login invalid token,negatif,registrasilogin,login
7634,7634,4.5.1,id,CPH1909,7,5,simpel dengan adanya aplikasi kai access mempermudah mendapatkan tiket kereta api,positif,feedback,baik
7635,7635,4.5.0,id,whyred,7,5,sangat terbantu adanya aplikasi kai access terima kasih,positif,feedback,baik
7636,7636,4.5.1,id,CPH1823,7,5,ok,positif,feedback,baik
7637,7637,4.5.1,id,cactus,7,1,dari kras mau ke malang kota lama,netral,feedback,lain
7638,7638,4.4.9,id,on7xelte,7,5,mantap jiwa,positif,feedback,baik
7639,7639,4.5.1,id,E485,7,2,kenapa tidak bisa booking untuk lebih dari orang dewasa ya,negatif,pemesanan,errorpemesanan
7640,7640,4.5.1,id,RMX1941,7,5,sangat membantu dalam perjalanan saya,positif,feedback,baik
7641,7641,4.5.1,id,OP4C77L1,7,2,kenapa susah sekali mencari jadwal kenapa tidak terdaftar terus padahal sebelumnya bisa pesan disini,negatif,pemesanan,getjadwal
7642,7642,unknown,id,ASUS_X00P_6,7,5,ok banget,positif,feedback,baik
7643,7643,4.5.1,id,a52q,7,2,ini cara pesannya gimana sih selalu saja tulisannya tidak tersedia padahal di traveloka ada loh,negatif,pemesanan,getjadwal
7644,7644,unknown,id,a50s,7,5,pilihan paling ideal untuk perjalanan jauh menyenangkan,positif,feedback,baik
7645,7645,4.5.0,id,jasmine_sprout,7,5,sangat membantu,positif,feedback,baik
7646,7646,4.5.0,en,j6lte,7,5,ini adalah aplikasi yang bagus untuk booking tiket kereta,positif,feedback,baik
7647,7647,4.4.8,id,on7xelte,7,5,good,positif,feedback,baik
7648,7648,4.4.9,id,a30,7,5,sip membantu sekali,positif,feedback,baik
7649,7649,4.5.1,en,a3y17lte,7,5,excellent,positif,feedback,baik
7650,7650,4.5.1,id,OP486C,7,5,aplikasinya kadang tidak bisa dibuka,negatif,error,aksesapp
7651,7651,4.4.7,id,j6primelte,7,5,good job,positif,feedback,baik
7652,7652,4.4.7,id,Infinix-X680,7,5,tepat waktu sopan santun dan bersih terima kasih,positif,feedback,lain
7653,7653,4.5.1,id,Infinix-X680B,7,5,bagus,positif,feedback,baik
7654,7654,4.4.8,id,j7y17lte,7,5,sangat membantu,positif,feedback,baik
7655,7655,4.5.1,id,begonia,7,2,sering error nih aplikasi tadi tiket ada sekarang udah tidak ada,negatif,pemesanan,getjadwal
7656,7656,unknown,id,j5y17ltedx,7,1,percuma bikin peraturan cuman ikut ikut sebelum keberangkatan yang harus swab harus ini itu lah tapi kenyataannya di dalam kereta peraturan distance tidak berlaku kursi tidak berlaku jaga jarak ada petugas juga kondektur juga percuma,negatif,feedback,lain
7657,7657,4.5.1,id,a10,7,3,sering terjadi pada saya muncul tulisan jadwal tidak ada apa yang salah untuk semua kereta tidak ada jadwal kai sudah tidak beroperasi lagi maaf harus mengatakan itu tapi ini sangat mengganggu,negatif,pemesanan,getjadwal
7658,7658,4.5.1,id,OP4B79L1,7,5,mantap mengurangi antrian pembelian tiket go show masih di rumah tapi sudah punya tiket,positif,feedback,baik
7659,7659,4.4.7,id,OP4B79L1,7,4,ini kenapa kok offline terus sih padahal sinyal bagus sudah login kenapa woi,negatif,error,error
7660,7660,4.5.1,id,ginkgo,7,1,tidak bisa cancel padahal nama penumpang sama dengan nama akun mau ke loket langsung tapi sudah tutup jam padahal jam keberangkatan jam pagi hilang dah duit gue wkwkwk,negatif,pembatalan,errorpembatalan
7661,7661,4.5.1,id,ginkgo,7,1,tidak bisa ubah jadwal padahal nama penumpang sama dengan nama akun mau ke loket langsung tapi sudah tutup jam padahal jam keberangkatan jam pagi hilang dah duit gue wkwkwk,negatif,pemesanan,editpemesanan
7662,7662,4.5.1,id,OP4F25L1,7,1,tidak bisa bayar pake linkaja harus pake debit ribet tidak asik lagi payah mempersulit bukan mempermudah,negatif,pembayaran,metodebayar
7663,7663,unknown,id,RMX2030,7,5,tingkatkan pelayanan,netral,feedback,lain
7664,7664,4.5.1,en,cereus,7,4,masih menggunakan bahasa inggris di dalam aplikasi padahal di android sudah berbahasa indonesia sering bug pada saat booking tiket ka karena sering tidak muncul jadwal ka nya,negatif,pemesanan,getjadwal
7665,7665,4.4.8,id,HM2014819,7,5,top,positif,feedback,baik
7666,7666,4.5.1,id,lancelot,7,5,tidak bisa login,negatif,registrasilogin,login
7667,7667,4.5.1,id,1727ID,7,1,kenapa sering ke logout sendiri mau login lagi email sudah terdaftar tapi tidak bisa masuk tidak jelas,negatif,registrasilogin,login
7668,7668,4.5.1,id,2026,7,5,praktis tidak perlu antri antri lagi dan bisa pilih kursi sendiri sesuai dengan yang kita inginkan terima kasih banyak pt kai semoga kedepannya semakin maju,positif,feedback,baik
7669,7669,4.5.1,id,2026,7,5,saran si bisa tidak ya dalam aplikasi bisa pisan melebihi karena maksimal dalam aplikasi hanya bisa untuk penumpang bisa di tambah lagi tidak,netral,pemesanan,maxpemesanan
7670,7670,4.5.0,id,lavender,7,5,good,positif,feedback,baik
7671,7671,4.4.9,id,a01q,7,5,mudah,positif,feedback,baik
7672,7672,4.4.9,id,j5xnlte,7,4,pesen tiket langsung sangat mudah,positif,feedback,baik
7673,7673,4.5.1,id,j6primelte,7,4,untuk perjalanan kai lokal beroperasi lagi kapan ya,netral,feedback,lain
7674,7674,4.4.7,id,a02q,7,5,menyenangkan,positif,feedback,baik
7675,7675,4.5.1,id,CPH1901,7,5,pesen tiket jadi lebih mudah dan praktis,positif,feedback,baik
7676,7676,4.4.7,id,ASUS_X00HD_1,7,5,sangat membantu,positif,feedback,baik
7677,7677,4.5.1,id,mido,7,4,cukup bagus mungkin perlu ada notifikasi dana masuk ketika ada refund,netral,pembayaran,errorpembayaran
7678,7678,4.4.7,id,1938,7,5,lanjutkan,netral,feedback,lain
7679,7679,4.4.7,id,a20,7,5,jos,positif,feedback,baik
7680,7680,4.4.7,id,X602,7,4,sudah lebih baik daripada awal awal dulu nice,positif,feedback,baik
7681,7681,4.5.0,id,a20,7,5,semangat,positif,feedback,baik
7682,7682,4.5.1,id,A1000,7,5,ok,positif,feedback,baik
7683,7683,4.5.1,id,ASUS_X00LD_1,7,5,pesan tiket semua kelas dan trayek jadi mudah terima kasih atas adanya aplikasi ini,positif,feedback,baik
7684,7684,4.4.9,id,ginkgo,7,1,update terus,negatif,feedback,lain
7685,7685,4.4.7,id,grandpplte,7,3,kebanyakan aturan sekarang,negatif,feedback,lain
7686,7686,unknown,id,a30,7,5,akses lancar,positif,feedback,baik
7687,7687,4.4.7,id,platina,7,5,aku sih yes,positif,feedback,baik
7688,7688,4.5.1,id,olivewood,7,4,saya mau naik kereta dari jakarta ke jawa tengah sebulan yang lalu saya positive covid dan sampai sekarang belum bisa vaksin karena harus menunggu bulan baru bisa vaksin sedangkan syarat perjalanan kai harus menunjukkan sertifikat vaksin apakah saya masih tetap bisa naik kereta dan apa saja syarat yang harus saya bawa kecuali kartu vaksin,netral,feedback,lain
7689,7689,unknown,en,a52q,7,5,bagus aplikasi yang mudah,positif,feedback,baik
7690,7690,unknown,id,CPH1909,7,5,membantu sekali,positif,feedback,baik
7691,7691,4.4.9,en,gracerlte,7,5,aplikasi goblog dari kemarin server sibuk mulu maunya apa sih ini aplikasi,negatif,error,error
7692,7692,4.4.9,en,RMX2151L1,7,5,mudah untuk booking tiket,positif,feedback,baik
7693,7693,unknown,id,cactus,7,5,mantul,positif,feedback,baik
7694,7694,4.5.0,en,joyeuse,7,5,mudah digunakan,positif,feedback,baik
7695,7695,4.4.7,id,CPH1803,7,5,sangat membantu,positif,feedback,baik
7696,7696,4.5.1,id,RMX1971,7,4,saya terbantu sekali dengan aplikasi ini,positif,feedback,baik
7697,7697,4.4.7,en,daisy_sprout,7,5,pesan cepat,positif,feedback,baik
7698,7698,4.4.7,id,santoni,7,5,pesen tiket di kai access sangat mudah dan tampilannya pun mudah dimengerti,positif,feedback,baik
7699,7699,4.4.4,id,A37f,7,5,memudahkan bepergian,positif,feedback,baik
7700,7700,unknown,id,surya,7,1,mau pesan susah banget checkout nya udah pilih genose tidak bisa terus tidak bisa di checkout why,negatif,pemesanan,errorpemesanan
7701,7701,4.4.7,id,a50,7,5,pengguna setia dari awal diluncurkan banyak fitur dan praktis pokoknya dan memudahkan kita dalam memesan tiket ka,positif,feedback,baik
7702,7702,4.4.9,id,mido,7,5,mantap,positif,feedback,baik
7703,7703,4.5.1,en,dandelion,7,5,tolong ditambahkan jadwal kedatangan kereta api min kalo bisa tambahin jadwal klb juga,netral,pemesanan,getjadwal
7704,7704,4.4.8,id,1904,7,4,bagus,positif,feedback,baik
7705,7705,4.4.7,id,RE50BF,7,5,makasih,positif,feedback,baik
7706,7706,4.5.0,id,j7xelte,7,5,keren,positif,feedback,baik
7707,7707,4.5.1,id,a10,7,5,sekarang naik kereta lebih nyaman dan aman biarpun kelasnya ekonomi sudah lebih baik sukses terus ya pt kai tingkatkan lagi pelayanan nya,positif,feedback,lain
7708,7708,4.5.1,id,CPH1613,7,4,aman dan lancar,positif,feedback,baik
7709,7709,4.4.7,id,ASUS_Z017D_1,7,5,aplikasi sering down,negatif,error,error
7710,7710,4.4.9,id,daisy_sprout,7,4,layanan terbaik untuk negeri,positif,feedback,baik
7711,7711,4.5.1,id,santoni,7,3,enakan jadwal yang dulu kereta banyak jamnya pas buat pekerja,negatif,feedback,lain
7712,7712,4.4.7,id,Infinix-X657B,7,5,bagus,positif,feedback,baik
7713,7713,4.5.1,id,jadelte,7,1,aplikasi error,negatif,feedback,lain
7714,7714,unknown,id,2025,7,1,memberi informasi kurang lengkap,negatif,feedback,lain
7715,7715,4.4.9,id,RMX2030,7,5,sangat membantu,positif,feedback,baik
7716,7716,4.5.1,id,OP4C51L1,7,5,terima kasih kai access sangat membantu untuk para karyawan karyawati yang menggunakan jasa ka dan juga untuk informasi jadwal keluar kota semoga kai sukses selalu amin,positif,feedback,baik
7717,7717,4.4.7,en,1816,7,4,udah lumayan membantu dan efisien tingkatkan lagi semangat,positif,feedback,baik
7718,7718,4.5.1,id,HWHRY-HF,7,5,akhir akhir ini setiap saya ingin memesan tiket selalu mentok di server sedang sibuk kenapa ya,negatif,pemesanan,errorpemesanan
7719,7719,4.5.1,id,olive,7,1,saya mau mengecek riwayat transaksi tapi selalu keluar transaksi terakhir sedangkan transaksi transaksi sebelumnya tidak keluar,negatif,pemesanan,eticket
7720,7720,unknown,id,Infinix-X680B,7,5,ok,positif,feedback,baik
7721,7721,4.4.9,id,OP4B79L1,7,5,ok,positif,feedback,baik
7722,7722,4.4.7,id,CPH1901,7,5,membantu saya yang di haruskan untuk bepergian,positif,feedback,baik
7723,7723,4.5.1,id,santoni,7,1,aplikasi apaan ini udah ganti sandi beberapa kali tetap aja tidak bisa login,negatif,registrasilogin,login
7724,7724,4.5.1,id,a50,7,5,salah satu aplikasi sangat bagus respon admin sangat cepat akurat saya sangat mengapresiasi kai pelayanan yang memuaskan pertahankan,positif,feedback,baik
7725,7725,unknown,id,HWLUA-U6582,7,3,untuk pak ketua pemimpin kai tolong beri sedikit tiket yang offline di stasiun kecil kasian ada nenek atau orang lansia yang mau naik kereta tapi balik lagi karena tidak punya ponsel,negatif,feedback,lain
7726,7726,4.4.7,id,a52q,7,5,bagus lebih mudah jika mau bepergian,positif,feedback,baik
7727,7727,4.5.1,id,lotus,7,5,saya lupa sandi dan saya coba minta ganti sandi lewat email dan padahal email yang saya tautkan udah bener tapi muncul email tidak ditemukan coba ganti sandinya lewat sms nomor handphone biar ada opsi lain selain lewat email biar memudahkan juga,negatif,pengaturan,editpassword
7728,7728,4.4.7,id,a02q,7,5,oke cepat,positif,feedback,baik
7729,7729,4.4.7,id,CPH1803,7,4,sangat nyaman dan murah,positif,feedback,baik
7730,7730,4.5.1,id,a01core,7,4,penumpang seharusnya tinggal pilih kursi kursi sekaligus tidak perlu satu satu,negatif,pemesanan,errorpemesanan
7731,7731,4.5.1,id,a01core,7,4,di home page harusnya disertakan akses admin customer service seluruh stasiun mungkin nomor telepon atau email atau sms dan lain lain,negatif,feedback,lain
7732,7732,4.4.7,id,tissot_sprout,7,5,puas banget,positif,feedback,baik
7733,7733,4.4.7,id,OP4B80L1,7,5,pelayanannya kai surabaya banyuwangi lumayan memuaskan namun tetap ditingkatkan,positif,feedback,lain
7734,7734,4.5.1,id,whyred,7,2,tidak semua orang dapet jatah vaksin tapi syarat naik kereta wajib ada surat vaksin ribet,negatif,feedback,lain
7735,7735,4.4.7,id,angelica,7,5,membantu sekali,positif,feedback,baik
7736,7736,4.5.1,id,a32,7,1,maaf saya turunkan dulu bintangnya setelah update aplikasi sering crash,negatif,error,crash
7737,7737,4.4.7,id,a20s,7,5,tingkatkan terus,netral,feedback,lain
7738,7738,unknown,id,a51,7,5,lebih cepat dan mudah,positif,feedback,baik
7739,7739,4.4.7,id,RECE4244,7,5,bagus,positif,feedback,baik
7740,7740,unknown,id,OP4BFB,7,5,sip lah,positif,feedback,baik
7741,7741,unknown,id,2027,7,1,sungguh aplikasi yang sangat menyebalkan pembelian tiket lokal dilayani tanpa syarat tapi sampai di stasiun tidak diperbolehkan masuk karena tidak membawa surat jalan padahal perjalanan lokal krd padalarang cicalengka herannya beda stasiun beda kebijakan ada apa dengan stasiun kiaracondong dan stasiun padalarang kenapa stasiun kiaracondong tidak ada verifikasi surat jalan sedangkan stasiun padalarang memberlakukannya apakah menejemen stasiun kiaracondong berbeda dengan stasiun padalarang,negatif,feedback,lain
7742,7742,4.5.1,id,a30s,7,5,pelayanan memuaskan,positif,feedback,baik
7743,7743,4.4.3,id,a10s,6,5,sangat membantu kebutuhan saya sebagai pengguna transportasi kereta karena tidak harus pergi ke loket stasiun untuk membeli tiket kereta api tinggal buka hp aplikasi kai access sudah beres,positif,feedback,baik
7744,7744,unknown,id,OP4C7D,6,5,cari tiket jadi mudah,positif,feedback,baik
7745,7745,4.4.7,en,RMX1851,6,1,lewat web tidak ada masalah akun lewat aplikasi katanya belum terdaftar perbaiki dong,negatif,registrasilogin,login
7746,7746,4.4.4,id,A57,6,5,sangat membantu aplikasinya,positif,feedback,baik
7747,7747,unknown,id,a10,6,5,bagus sekali mudah dan tidak ribet,positif,feedback,baik
7748,7748,unknown,id,a10,6,5,tapi masih agak lemot,negatif,error,error
7749,7749,4.4.1,id,a30,6,5,sangat membantu,positif,feedback,baik
7750,7750,4.4.5,id,m20lte,6,5,intinya ok aja lah,positif,feedback,baik
7751,7751,unknown,id,OP4F25L1,6,5,no hp saya salah min satu digit di belakang tapi tidak bisa diperbarui,negatif,pengaturan,editprofil
7752,7752,4.3.3,id,a10s,6,4,baik,positif,feedback,baik
7753,7753,unknown,id,ADVAN_TAB_7,6,5,wipol caplang,netral,feedback,lain
7754,7754,4.4.7,id,a10s,6,5,ok bagus dan membantu sekali,positif,feedback,baik
7755,7755,4.3.3,id,j6lte,6,5,mantap,positif,feedback,baik
7756,7756,4.4.7,id,a10s,6,5,tiket digenggaman tidak perlu ngantri,positif,feedback,baik
7757,7757,4.4.7,id,OP4BFB,6,1,susah buat daftar padahal kata sandi gmail benar,negatif,registrasilogin,registrasi
7758,7758,unknown,id,CPH1819,6,5,mantap mempermudah perjalanan saya,positif,feedback,baik
7759,7759,4.4.3,en,1802,6,5,pelayanan yang bagus,positif,feedback,baik
7760,7760,4.4.7,id,a50s,6,4,bagus dan nyaman,positif,feedback,baik
7761,7761,4.4.7,id,hl3g,6,5,bingung sama pembayarannya tambahin atm bca juga lah,negatif,pembayaran,metodebayar
7762,7762,4.4.1,id,a11q,6,5,memuaskan,positif,feedback,baik
7763,7763,unknown,id,lavender,6,5,top,positif,feedback,baik
7764,7764,4.4.7,id,a6plte,6,5,aplikasi ini sangat membantu untuk beli tiket lebih mudah tanpa harus antri,positif,feedback,baik
7765,7765,4.4.4,id,a20s,6,3,baik puas karena bersih nyaman dan tepat waktu,positif,feedback,baik
7766,7766,4.4.7,id,lime,6,1,sebenarnya enak kalau pesan pake aplikasi tapi kalau sistem aplikasi nya bagus ya tidak ada kendala ini sistemnya jelek banget ribet banget untuk pembayarannya ribet banget saya sudah bayar pake linkaja sebelum batas waktunya tapi tidak ada notif yang masuk ke aplikasi ini sampai waktunya habis dan batal sendiri mana cs nya lambat banget penanganannya padahal pesan tiket buat interview kerja diluar kota ini tiket tidak dapat uang hilang kerjaan juga hilang,negatif,pembayaran,paymentnotif
7767,7767,4.4.7,id,RMX1971,6,1,tidak bisa buat pesan tambahan tiket dengan nama yang berbeda dari akun,negatif,pemesanan,bookbedaid
7768,7768,4.4.7,id,a50,6,5,fitur semakin menarik,positif,feedback,baik
